test_name,matched_bar_4
test3202,1.2715338468551636
test3116,1.25101637840271
test2631,1.2311758995056152
test976,1.4019464254379272
test1325,1.1948213577270508
test705,1.2044780254364014
test1188,1.126555323600769
test1661,1.193224549293518
test708,1.0601160526275635
test1551,1.5067548751831055
test2634,1.1439788341522217
test2360,1.3567724227905273
test1206,0.9772621989250183
test404,1.199877381324768
test1033,1.0270057916641235
test48,1.1017696857452393
test3023,0.9161572456359863
test866,1.229369878768921
test2459,1.0939481258392334
test891,1.385745882987976
test1289,1.0510566234588623
test21,0.9430252313613892
test2289,1.4415309429168701
test2915,1.2029380798339844
test1931,1.0194569826126099
test862,1.3339227437973022
test2377,1.2163810729980469
test840,1.0582737922668457
test2911,1.080238938331604
test185,1.0279865264892578
test1114,1.1464879512786865
test1905,1.1717685461044312
test381,1.285739541053772
test607,0.9766222238540649
test2296,0.9930930137634277
test3362,1.114866018295288
test2566,0.9206703305244446
test2695,1.4049354791641235
test3129,1.0627832412719727
test2914,1.0408399105072021
test2081,1.093022346496582
test593,1.0178465843200684
test1885,1.1899316310882568
test3272,1.0135029554367065
test3074,1.369444727897644
test2414,1.3977278470993042
test628,1.2440226078033447
test1525,1.0879528522491455
test2996,1.1259877681732178
test3014,1.00260329246521
test201,1.0307068824768066
test2507,1.3187953233718872
test2784,1.0854761600494385
test3450,0.9691081047058105
test289,1.2463879585266113
test503,1.114550232887268
test2301,1.1487205028533936
test2525,1.1906801462173462
test2726,1.1146049499511719
test668,1.11515474319458
test1728,1.1680413484573364
test2412,1.047639012336731
test2983,1.2356089353561401
test3108,1.291055679321289
test2362,1.0418436527252197
test1895,1.1714248657226562
test2606,1.2629075050354004
test741,1.1820425987243652
test1868,1.2608988285064697
test1172,1.231729507446289
test529,1.3495233058929443
test3094,1.2227296829223633
test1813,1.3839828968048096
test273,1.022959589958191
test925,1.3130085468292236
test3163,1.0930883884429932
test315,1.2798173427581787
test2851,1.2408396005630493
test171,1.3098704814910889
test2500,1.038045883178711
test2770,1.1159300804138184
test3167,1.1183303594589233
test2155,1.1862621307373047
test2952,1.262118935585022
test3043,1.2447092533111572
test3196,1.231574296951294
test4,1.255090594291687
test1866,1.228698492050171
test2975,1.2907443046569824
test830,1.2243626117706299
test3071,1.2908523082733154
test1160,1.1282706260681152
test2928,1.2622978687286377
test2402,1.0517843961715698
test2580,1.149478793144226
test998,1.3928122520446777
test2468,1.2034382820129395
test629,1.190798044204712
test3152,1.0697060823440552
test1247,1.276267409324646
test72,1.0668866634368896
test46,1.1157541275024414
test485,1.1426082849502563
test2905,1.0134329795837402
test2030,1.4634205102920532
test1514,1.154456615447998
test110,0.9799826145172119
test2818,1.221787929534912
test200,1.035080909729004
test2545,0.9708995819091797
test2673,1.046389102935791
test3080,1.4776531457901
test2469,1.3242332935333252
test839,1.2477325201034546
test475,1.1398963928222656
test83,1.2585947513580322
test2234,1.086898922920227
test2346,1.3961808681488037
test1177,1.0193932056427002
test2138,1.235352873802185
test1733,1.1852738857269287
test2383,1.095659613609314
test2416,1.0818310976028442
test520,1.2386555671691895
test2557,1.3290668725967407
test1275,1.113079309463501
test3240,1.0367037057876587
test1776,1.226987600326538
test502,1.3121912479400635
test44,1.1613128185272217
test2463,1.1776585578918457
test426,1.1570521593093872
test2354,1.1117444038391113
test935,1.055504560470581
test604,1.1891398429870605
test723,1.0901411771774292
test959,1.1163866519927979
test442,1.156360387802124
test2269,1.1726415157318115
test605,1.2271759510040283
test406,1.2056695222854614
test477,1.219179630279541
test1112,1.2840813398361206
test1739,0.997756838798523
test1448,0.9899548292160034
test265,0.9326169490814209
test29,1.2473424673080444
test1298,1.1984405517578125
test319,1.1048901081085205
test1260,1.1311707496643066
test2026,1.211249828338623
test2732,1.220590353012085
test2837,0.9888111352920532
test592,1.265417218208313
test2798,1.2256031036376953
test2699,1.1862727403640747
test1971,1.2029070854187012
test124,1.3347771167755127
test2187,1.4487745761871338
test1929,1.0857610702514648
test2779,1.0716023445129395
test500,1.0317026376724243
test889,1.0564700365066528
test1613,1.0266201496124268
test606,1.2340482473373413
test1287,1.155927062034607
test1843,1.231201171875
test68,1.1721829175949097
test3250,1.2146425247192383
test279,1.1116214990615845
test1146,1.2004896402359009
test1115,1.1155121326446533
test2504,1.29314124584198
test2530,1.0755590200424194
test2094,1.2238867282867432
test1367,1.1359353065490723
test588,1.1908466815948486
test1795,1.0645396709442139
test410,1.1413562297821045
test3364,1.153213620185852
test843,1.2429234981536865
test625,1.069682002067566
test2987,1.1369048357009888
test506,1.0443603992462158
test3154,1.0709022283554077
test2868,1.187859058380127
test274,1.188767671585083
test2086,1.1441786289215088
test1414,0.9759442806243896
test1731,1.2799670696258545
test2366,1.231404423713684
test622,1.207759141921997
test2246,1.223461627960205
test1621,1.1745413541793823
test2763,1.107848882675171
test3251,1.2889145612716675
test260,1.1767287254333496
test3361,1.1212471723556519
test1628,1.086097240447998
test3255,1.1460853815078735
test1095,1.0438990592956543
test1501,1.278403639793396
test2591,1.086740493774414
test1449,1.2071137428283691
test527,1.1468688249588013
test1827,1.0351313352584839
test2503,1.280150055885315
test1623,1.1301422119140625
test2486,1.2979717254638672
test1718,1.1902843713760376
test929,1.1667940616607666
test766,1.2623428106307983
test2494,1.3567336797714233
test1587,1.1338224411010742
test2807,1.115861177444458
test3057,1.1402653455734253
test2957,1.1703267097473145
test1657,1.2047146558761597
test895,1.2337934970855713
test585,1.1020405292510986
test1009,1.1617591381072998
test317,1.224940299987793
test1096,1.2401372194290161
test2607,1.2332170009613037
test3408,1.1623358726501465
test595,1.1257189512252808
test1972,1.2355189323425293
test1304,1.4375684261322021
test3100,1.0586901903152466
test2493,1.1172138452529907
test2776,1.2767786979675293
test2651,1.3195724487304688
test1481,1.0955262184143066
test932,1.068982481956482
test452,1.0926711559295654
test1873,1.202223539352417
test2561,1.1156514883041382
test3150,1.260038137435913
test2401,0.9361470937728882
test709,1.0876290798187256
test3397,1.116024374961853
test911,1.2426862716674805
